TRX_ID,OR_ORG_ID,TRX_SOURCE,TRX_TYPE,TRX_NUM,TRX_AMT,TRL_NUM,TRL_TAX_LINE_NUM,TRL_LINE_ID,TRL_TAX_ID,TRL_TYPE,TRL_AMT,TRL_TAX_CODE,TRLT_TAX_CODE,TRL_ITEM_TAX_CAT,TRL_SF_COUNTRY_CODE,TRL_SF_WHSE,TRL_SDF_COUNTRY_CODE,TRX_SDT_COUNTRY_CODE,TRL_BT_COUNTRY_CODE,TRL_ST_COUNTRY_CODE,TRL_FOB_POINT_CODE,SHIP_VIA,== sbx line info =>>,BATCH_ID,LINE_ID,INVOICE_ID,LINE_TAX_ID,LINE_NUMBER,DELIVERY_TERMS,GROSS_AMOUNT,POINT_OF_TITLE_TRANSFER,PRODUCT_CODE,SF_COUNTRY,TAX_CODE,SBXL_ATTR4,SBXL_ATTR5,SBXL_ATTR41,SBXL_ATTR42,SBXL_ATTR43,SBXL_ATTR45,SBXL_ATTR46,SBXL_ATTR47,SBXL_ATTR48,SBXL_ATTR49,== sbx tax outcome =>>,TAX_DIRECTION,ADDRESS_TYPE,ADMIN_ZONE_LEVEL,AUTHORITY_CURRENCY_CODE,AUTHORITY_NAME,AUTHORITY_TYPE,BASIS_PERCENT,CALCULATION_METHOD,EFFECTIVE_ZONE_LEVEL,NATURE_OF_TAX,EU_TRANSACTION,EXEMPT_CERTIFICATE,EXEMPT_REASON,IS_EXEMPT,IS_INTRASTAT_REPORTED,IS_TRIANGULATION,IS_VAT_REPORTED,IS_VIES_REPORTED,JURISDICTION_TEXT,ERP_TAX_CODE,LINE_COMMENT,LOCATION_CODE,OVERRIDE_RATE,RULE_ORDER,TAXABLE_COUNTRY,TAXABLE_COUNTY,TAXABLE_BASIS,AUTHORITY_AMOUNT,EXEMPT_AMOUNT,TAX_AMOUNT,TAX_RATE_CODE,TAX_TYPE,TAX_RATE,ZONE_LEVEL,ZONE_NAME
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,4,1,31136257,31136368,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SYS-HW,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,4,1,1,31136257,,0,DDP,SYS-HW,,SABRIX,,SYS-HW,31136257,7958473,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SF,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,D,N,N,Y,"EUSG7: Nultarief van toepassing art 9, lid 2, b) Wet OBTabel II, onderdeel a, post 6",NLVAT,ORACLE[NLVAT],,,5003,NL,,0,0,0,0,ZR,ZC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,4,1,31136257,31136368,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SYS-HW,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,4,1,1,31136257,,0,DDP,SYS-HW,,SABRIX,,SYS-HW,31136257,7958473,,ENCI,23475,,,,== sbx tax outcome =>>,O,SF,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSG4: Output VAT in Ship From location.,NLVAT,ORACLE[NLVAT],,,10000,NL,,0,0,0,0,SR,S,0.21,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,5,1,31136258,31136369,LINE,412,631NLAR_SRXX,631NLAR_SRXX,SYS-HW,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,5,1,1,31136258,,412,DDP,SYS-HW,,SABRIX,,SYS-HW,31136258,613024,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SF,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,D,N,N,Y,"EUSG7: Nultarief van toepassing art 9, lid 2, b) Wet OBTabel II, onderdeel a, post 6",NLVAT,ORACLE[NLVAT],,,5003,NL,,412,412,0,0,ZR,ZC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,5,1,31136258,31136369,LINE,412,631NLAR_SRXX,631NLAR_SRXX,SYS-HW,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,5,1,1,31136258,,412,DDP,SYS-HW,,SABRIX,,SYS-HW,31136258,613024,,ENCI,23475,,,,== sbx tax outcome =>>,O,SF,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSG4: Output VAT in Ship From location.,NLVAT,ORACLE[NLVAT],,,10000,NL,,412,412,0,86.52,SR,S,0.21,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,6,1,31136259,31136370,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,6,1,1,31136259,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136259,714332,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,6,1,31136259,31136370,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,6,1,1,31136259,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136259,714332,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,7,1,31136260,31136371,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,7,1,1,31136260,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136260,779111,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,7,1,31136260,31136371,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,7,1,1,31136260,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136260,779111,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,8,1,31136261,31136372,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,8,1,1,31136261,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136261,7958587,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,8,1,31136261,31136372,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,8,1,1,31136261,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136261,7958587,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,9,1,31136262,31136373,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,9,1,1,31136262,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136262,7958589,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,9,1,31136262,31136373,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,9,1,1,31136262,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136262,7958589,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,10,1,31136263,31136374,LINE,4020.8,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,10,1,1,31136263,,4020.8,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136263,7958529,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,4020.8,4020.8,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,10,1,31136263,31136374,LINE,4020.8,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,10,1,1,31136263,,4020.8,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136263,7958529,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,4020.8,4020.8,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,11,1,31136264,31136375,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,11,1,1,31136264,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136264,7958514,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,11,1,31136264,31136375,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,11,1,1,31136264,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136264,7958514,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,12,1,31136265,31136376,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,12,1,1,31136265,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136265,7958516,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,12,1,31136265,31136376,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,12,1,1,31136265,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136265,7958516,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,13,1,31136266,31136377,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,13,1,1,31136266,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136266,7958601,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,13,1,31136266,31136377,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,13,1,1,31136266,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136266,7958601,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,14,1,31136267,31136378,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,14,1,1,31136267,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136267,7958578,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,14,1,31136267,31136378,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,14,1,1,31136267,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136267,7958578,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,15,1,31136268,31136379,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,15,1,1,31136268,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136268,7958573,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,15,1,31136268,31136379,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,15,1,1,31136268,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136268,7958573,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,16,1,31136269,31136380,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,16,1,1,31136269,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136269,7958557,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,16,1,31136269,31136380,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,16,1,1,31136269,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136269,7958557,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,17,1,31136270,31136381,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,17,1,1,31136270,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136270,7958614,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,17,1,31136270,31136381,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,17,1,1,31136270,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136270,7958614,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,18,1,31136271,31136382,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,18,1,1,31136271,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136271,7958503,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,18,1,31136271,31136382,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,18,1,1,31136271,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136271,7958503,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,19,1,31136272,31136383,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,19,1,1,31136272,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136272,7958600,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,19,1,31136272,31136383,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871832,19,1,1,31136272,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136272,7958600,,ENCI,23475,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
2168600,153,NL ORDER IMPORT,NLB INVOICE,631053000,25666.18,20,1,31136273,31136384,LINE,0,631NLAR_SRXX,631NLAR_SRXX,SW-TANGIBLE,NL,NetApp EMEA 3PL - EMA,,BE,BE,NL,DDP,KN AMS,== sbx line info =>>,14871795,20,1,1,31136273,,0,DDP,SW-TANGIBLE,,SABRIX,,SW-TANGIBLE,31136273,7958512,,Avnet Europe Comm VA,153034,,,,== sbx tax outcome =>>,O,SC,Country,EUR,Netherlands,VAT,,1,Country,P,Y,,,,,,,,EUSS28: No VAT liability in Seller&#8217;s Country under Articles 44 of EC Directive 2006/112. Customer to reverse charge in Buyer&#8217;s Country under Article 196.,NLVAT,ORACLE[NLVAT],,,5005,NL,,0,0,0,0,NL,EC,0,Country,NETHERLANDS
